Date and time,Check time,Measured air temperature,Forecasted air temperature,Feelslike temperature,Forecasted feelslike temperature
2023-05-07 18:00:00,2023-05-07 18:00:00,8.6,7.3,8.6,7.3
2023-05-08 00:00:00,2023-05-08 00:00:00,3.6,3,1.5,0.1
2023-05-08 06:00:00,2023-05-08 06:00:00,11.1,8.3,11.1,8.3
2023-05-08 12:00:00,2023-05-08 12:00:00,12.8,14.1,12.8,14.1
2023-05-08 18:00:00,2023-05-08 18:00:00,11.6,9.6,11.6,9.6
2023-05-09 00:00:00,2023-05-09 00:00:00,6.2,5.9,6.2,5.9
2023-05-09 06:00:00,2023-05-09 06:00:00,12.5,8.2,12.5,8.2
2023-05-11 12:00:00,2023-05-11 12:00:00,15.3,16.3,15.3,16.3
2023-05-11 18:00:00,2023-05-11 18:00:00,13.8,14.2,13.8,14.2
2023-05-12 00:00:00,2023-05-12 00:00:00,8.3,11.4,8.3,11.4
2023-05-12 06:00:00,2023-05-12 06:00:00,15.8,12,15.8,12
2023-05-12 12:00:00,2023-05-12 12:00:00,17.8,14.8,17.8,14.8
2023-05-12 18:00:00,2023-05-12 18:00:00,17.4,11.5,17.4,11.5
2023-05-13 00:00:00,2023-05-13 00:00:00,11.5,5.3,11.5,5.3
2023-05-13 06:00:00,2023-05-13 06:00:00,17.8,14.1,17.8,14.1
2023-05-13 12:00:00,2023-05-13 12:00:00,19.1,15.8,19.1,15.8
2023-05-13 18:00:00,2023-05-13 18:00:00,19.8,12.6,19.8,12.6
2023-05-14 00:00:00,2023-05-14 00:00:00,15.8,7,15.8,7
2023-05-14 06:00:00,2023-05-14 06:00:00,18.5,13.9,18.5,13.9
2023-05-14 12:00:00,2023-05-14 12:00:00,19.7,16,19.7,16
2023-05-14 18:00:00,2023-05-14 18:00:00,17.5,13.9,17.5,13.9
2023-05-15 00:00:00,2023-05-15 00:00:00,16,10.7,16,10.7
2023-05-15 12:00:00,2023-05-15 12:00:00,23.1,19.9,22.3,19.9
2023-05-15 18:00:00,2023-05-15 18:00:00,12.9,15.6,12.9,15.6
2023-05-16 00:00:00,2023-05-16 00:00:00,12.2,12,12.2,12
2023-05-16 06:00:00,2023-05-16 06:00:00,13.3,13.5,13.3,13.5
2023-05-16 12:00:00,2023-05-16 12:00:00,11.2,16.6,11.2,16.6
2023-05-16 18:00:00,2023-05-16 18:00:00,10.4,15.5,10.4,15.5
2023-05-17 06:00:00,2023-05-17 06:00:00,11.2,14.9,11.2,14.9
2023-05-17 12:00:00,2023-05-17 12:00:00,11.5,19.8,11.5,19.8
2023-05-17 18:00:00,2023-05-17 18:00:00,8.9,17,8.9,17
2023-05-18 00:00:00,2023-05-18 00:00:00,7.6,13.3,7.6,13.3
2023-05-18 12:00:00,2023-05-18 12:00:00,12.2,23,12.2,22.8
2023-05-18 18:00:00,2023-05-18 18:00:00,11.6,19.6,11.6,19.6
2023-05-19 00:00:00,2023-05-19 00:00:00,7,16.1,7,16.1
2023-05-20 00:00:00,2023-05-20 00:00:00,10.9,10.3,10.9,10.3
2023-05-20 06:00:00,2023-05-20 06:00:00,12.6,11.1,12.6,11.1
2023-05-20 12:00:00,2023-05-20 12:00:00,22.4,18.5,22.4,18.5
2023-05-20 18:00:00,2023-05-20 18:00:00,20.2,15.9,20.2,15.9
2023-05-21 00:00:00,2023-05-21 00:00:00,12.7,11,12.7,11
2023-05-21 06:00:00,2023-05-21 06:00:00,18,15.5,18,15.5
2023-05-21 12:00:00,2023-05-21 12:00:00,18.8,21.5,18.8,21.5
2023-05-21 18:00:00,2023-05-21 18:00:00,16.6,17.7,16.6,17.7
2023-05-22 00:00:00,2023-05-22 00:00:00,12.4,12.8,12.4,12.8
2023-05-21 21:00:00,2023-05-21 21:00:00,15.5,11.6,15.5,11.6
2023-05-22 06:00:00,2023-05-22 06:00:00,17.3,16.5,17.3,16.5
2023-05-22 18:00:00,2023-05-22 18:00:00,14,15.2,14,15.2
2023-05-23 00:00:00,2023-05-23 00:00:00,9.9,8.7,9.9,8.7
2023-05-23 06:00:00,2023-05-23 06:00:00,18.9,15.6,18.9,15.6
2023-05-23 12:00:00,2023-05-23 12:00:00,24.3,21.2,23.8,21.2
2023-05-23 18:00:00,2023-05-23 18:00:00,20.2,18.1,20.2,18.1
2023-05-24 00:00:00,2023-05-24 00:00:00,16.2,13.1,16.2,13.1
2023-05-24 06:00:00,2023-05-24 06:00:00,20.3,19.5,20.3,19.5
2023-05-24 12:00:00,2023-05-24 12:00:00,21.4,22.4,21.4,22.4
2023-05-25 06:00:00,2023-05-25 06:00:00,18.2,19.4,18.2,19.4
2023-05-25 12:00:00,2023-05-25 12:00:00,16.3,22.8,16.3,22.8
2023-05-25 18:00:00,2023-05-25 18:00:00,12.8,19.4,12.8,19.4
2023-05-26 00:00:00,2023-05-26 00:00:00,10.4,13.5,10.4,13.5
2023-05-26 06:00:00,2023-05-26 06:00:00,14.3,14.7,14.3,14.7
2023-05-26 12:00:00,2023-05-26 12:00:00,14.2,18.1,14.2,18.1
2023-05-26 18:00:00,2023-05-26 18:00:00,12.2,14.5,12.2,14.5
2023-05-27 00:00:00,2023-05-27 00:00:00,4.9,7.5,4.9,7.5
2023-05-26 21:00:00,2023-05-26 21:00:00,9.2,8.7,9.2,8.7
2023-05-27 06:00:00,2023-05-27 06:00:00,11.7,9.8,11.7,9.8
2023-05-27 12:00:00,2023-05-27 12:00:00,14.4,16.4,14.4,16.4
2023-05-27 18:00:00,2023-05-27 18:00:00,12.1,12.7,12.1,12.7
2023-05-27 21:00:00,2023-05-27 21:00:00,6.3,8.2,6.3,8.2
2023-05-28 00:00:00,2023-05-28 00:00:00,5.8,5.6,5.8,5.6
2023-05-28 06:00:00,2023-05-28 06:00:00,14.1,14.1,14.1,14.1
2023-05-28 12:00:00,2023-05-28 12:00:00,16.4,19.4,16.4,19.4
2023-05-28 18:00:00,2023-05-28 18:00:00,14.4,16.8,14.4,16.8
2023-05-28 21:00:00,2023-05-28 21:00:00,9.3,12.2,9.3,12.2
2023-05-29 00:00:00,2023-05-29 00:00:00,11.4,11.1,11.4,11.1
2023-05-29 06:00:00,2023-05-29 06:00:00,13.7,16.4,13.7,16.4
2023-05-29 21:00:00,2023-05-29 21:00:00,11.1,14.5,11.1,14.5
2023-05-30 00:00:00,2023-05-30 00:00:00,11.1,13.7,11.1,13.7
2023-05-30 06:00:00,2023-05-30 06:00:00,14.1,16.7,14.1,16.7
2023-05-30 12:00:00,2023-05-30 12:00:00,15.5,23,15.5,23
2023-05-30 18:00:00,2023-05-30 18:00:00,11.2,17.6,11.2,17.6
2023-05-30 21:00:00,2023-05-30 21:00:00,7.4,13.8,7.4,13.8
2023-05-31 00:00:00,2023-05-31 00:00:00,3.6,10.1,3.6,10.1
2023-05-31 06:00:00,2023-05-31 06:00:00,12.5,17.2,12.5,17.2
2023-05-31 12:00:00,2023-05-31 12:00:00,16.3,22.1,16.3,22.1
2023-05-31 18:00:00,2023-05-31 18:00:00,12.9,19.7,12.9,19.7
2023-06-01 00:00:00,2023-06-01 00:00:00,7.6,12.5,7.6,12.5
2023-06-01 06:00:00,2023-06-01 06:00:00,12,18,12,18
2023-06-01 12:00:00,2023-06-01 12:00:00,16.4,25,16.4,25
2023-05-31 21:00:00,2023-05-31 21:00:00,10.7,12.2,10.7,12.2
2023-06-02 00:00:00,2023-06-02 00:00:00,6.7,12,6.7,12
2023-06-02 06:00:00,2023-06-02 06:00:00,10,14,10,14
2023-06-02 12:00:00,2023-06-02 12:00:00,11.3,16.7,11.3,16.7
2023-06-02 18:00:00,2023-06-02 18:00:00,9.1,10.3,9.1,10.3
2023-06-03 00:00:00,2023-06-03 00:00:00,6.7,6.4,6.7,6.4
2023-06-03 06:00:00,2023-06-03 06:00:00,10.2,11,10.2,11
2023-06-03 12:00:00,2023-06-03 12:00:00,13.4,13.4,13.4,13.4
2023-06-03 18:00:00,2023-06-03 18:00:00,10.8,11.4,10.8,11.4
2023-06-03 21:00:00,2023-06-03 21:00:00,8.3,8.2,8.3,8.2
2023-06-04 00:00:00,2023-06-04 00:00:00,9.1,7.3,9.1,7.3
2023-06-04 06:00:00,2023-06-04 06:00:00,11.1,11.7,11.1,11.7
2023-06-04 12:00:00,2023-06-04 12:00:00,15.1,13.6,15.1,13.6
